Company code.Company code Level 01,Company code.Company code Level 01.Company (Key),Fiscal year/period.Fiscal year/period Level 01,G/L Account.Level 01,G/L Account.Level 02,G/L Account.Level 03,G/L Account.Level 04,Profit Center.Profit Center Level 01,Profit Center.Profit Center Level 01.Key,Profit Center.Profit Center Level 01.Profit Center Level 01.UniqueName,MTD&0T_FPIE&Actual,MTD&0T_FPIE&Budget,Reporting date,G/L Account.Level 01.Key,G/L Account.Level 02.Key,G/L Account.Level 03.Key,G/L Account.Level 04.Key,count_difference
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,T. PAYABLES,JH,DPJH00,[ZSPROFCTR].[DPJH00],-600328.21,,2022-04-01,REST_H,,,KS00/31001100,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,T. PAYABLES-INTERCO,Head office,HO0000,[ZSPROFCTR].[HO0000],946302.69,,2022-04-01,REST_H,,,KS00/31002100,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,T. PAYABLES-INTERCO,JH,DPJH00,[ZSPROFCTR].[DPJH00],62642.5,,2022-04-01,REST_H,,,KS00/31002100,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,T/RECEIVABLES,JH,DPJH00,[ZSPROFCTR].[DPJH00],-7990189.88,,2022-04-01,REST_H,,,KS00/22101100,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TAX PAYABLE (CY),Head office,HO0000,[ZSPROFCTR].[HO0000],90676.57,,2022-04-01,REST_H,,,KS00/31302210,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TAX PAYABLE (PY),Head office,HO0000,[ZSPROFCTR].[HO0000],13523.74,,2022-04-01,REST_H,,,KS00/31302110,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TAXATION - CY,Head office,HO0000,[ZSPROFCTR].[HO0000],31493.82,17429.03,2022-04-01,REST_H,,,KS00/91001120,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TAXATION - CY,JH,DPJH00,[ZSPROFCTR].[DPJH00],-122170.39,,2022-04-01,REST_H,,,KS00/91001120,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TAXATION - PY,Head office,HO0000,[ZSPROFCTR].[HO0000],0,,2022-04-01,REST_H,,,KS00/91001110,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TENDER DEPOSIT,JH,DPJH00,[ZSPROFCTR].[DPJH00],0,,2022-04-01,REST_H,,,KS00/31403110,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TRAVEL-OVERSEA,Head office,HO0000,[ZSPROFCTR].[HO0000],,9000,2022-04-01,REST_H,,,KS00/81002210,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TRD ACCR-MKTG AGT,JH,DPJH00,[ZSPROFCTR].[DPJH00],147274.8,,2022-04-01,REST_H,,,KS00/31004102,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TRD ACCR-TOP DEV PTY,JH,DPJH00,[ZSPROFCTR].[DPJH00],92260.08,,2022-04-01,REST_H,,,KS00/31004101,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,TRD RECE - CLR ACCT,Head office,HO0000,[ZSPROFCTR].[HO0000],0,,2022-04-01,REST_H,,,KS00/22101500,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,UOB-SGD-574746-Main,Head office,HO0000,[ZSPROFCTR].[HO0000],0,,2022-04-01,REST_H,,,KS00/24021535,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,UOB-SGD-574746-Out,Head office,HO0000,[ZSPROFCTR].[HO0000],0,,2022-04-01,REST_H,,,KS00/24021537,1
Allgreen Properties Ltd,EA01,APR 2022,Not Assigned G/L Account (s),,,VAT/GST NTD,Head office,HO0000,[ZSPROFCTR].[HO0000],76939.7,55000,2022-04-01,REST_H,,,KS00/87004110,1
